technique,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,priority
V1 Legacy M15,2026-07-31 02:45:00+00:00,2026-07-31 13:15:00+00:00,-1,4075.395,4095.4530579661473,2.0,2.0,1.9796820060701878,target,3
M15-0591 MTF,2026-07-31 12:45:00+00:00,2026-08-02 22:15:00+00:00,-1,4044.375,4060.0042361560736,3.0,-1.0,-1.0258769843875468,stop,0
Outcome First M15,2026-07-31 14:45:00+00:00,2026-08-03 08:00:00+00:00,1,4041.245,4019.705054949538,2.0,0.9113300871479768,0.8925684561849798,time_exit,2
Structural Portfolio MTF,2026-07-31 20:30:00+00:00,2026-08-02 22:15:00+00:00,-1,4047.905,4056.13809832481,3.0,-1.0,-1.0491662414355232,stop,1
Structural Portfolio MTF,2026-08-03 12:00:00+00:00,2026-08-03 12:45:00+00:00,1,4062.405,4044.644813788909,3.0,-1.0,-1.0228736621999097,stop,1
Outcome First M15,2026-08-03 12:00:00+00:00,2026-08-03 12:45:00+00:00,1,4062.405,4044.644813788909,3.0,-1.0,-1.0228736621999097,stop,2
Structural Frequency M15,2026-08-03 12:00:00+00:00,2026-08-03 12:45:00+00:00,1,4062.405,4044.644813788909,3.0,-1.0,-1.0228736621999097,stop,4
V1 Legacy M15,2026-08-03 12:45:00+00:00,2026-08-04 00:15:00+00:00,-1,4044.785,4065.117812720761,2.0,-1.0,-1.0198928945815255,stop,3
M15-0591 MTF,2026-08-03 13:15:00+00:00,2026-08-03 19:45:00+00:00,-1,4038.635,4054.268375264913,3.0,-1.0,-1.0258334168505772,stop,0
M15-0591 MTF,2026-08-03 20:15:00+00:00,2026-08-04 01:15:00+00:00,1,4052.255,4045.3494479317487,3.0,-1.0,-1.0586811157160112,stop,0
Outcome First M15,2026-08-04 11:00:00+00:00,2026-08-04 12:00:00+00:00,1,4053.635,4044.8216769123355,2.0,2.0,1.95400560084228,target,2
V1 Legacy M15,2026-08-04 11:30:00+00:00,2026-08-04 14:00:00+00:00,1,4060.805,4044.8159255009427,2.0,2.0,1.9746026263106131,target,3
Structural Portfolio MTF,2026-08-04 13:45:00+00:00,2026-08-05 05:45:00+00:00,1,4083.145,4059.8809963631006,3.0,3.0,2.9824486573174203,target,1
V1 Legacy M15,2026-08-04 17:00:00+00:00,2026-08-04 19:00:00+00:00,1,4093.105,4075.475870777289,3.0,-1.0,-1.0232178512522727,stop,3
M15-0591 MTF,2026-08-05 02:30:00+00:00,2026-08-05 05:45:00+00:00,1,4103.875,4091.68918588966,4.0,4.0,3.9663225209014326,target,0
V1 Legacy M15,2026-08-05 04:15:00+00:00,2026-08-05 11:45:00+00:00,1,4138.355,4123.461787905818,3.0,3.0,2.9722131466749424,target,3
M15-0591 MTF,2026-08-05 06:45:00+00:00,2026-08-05 09:00:00+00:00,1,4175.465,4158.903629444838,4.0,-1.0,-1.025212074001318,stop,0
Outcome First M15,2026-08-05 07:30:00+00:00,2026-08-05 11:30:00+00:00,-1,4164.105,4180.273340036793,3.0,-1.0,-1.0257546847142247,stop,2
M15-0591 MTF,2026-08-05 12:00:00+00:00,2026-08-05 15:15:00+00:00,1,4188.495,4172.814248032633,4.0,4.0,3.9732889404237963,target,0
V1 Legacy M15,2026-08-05 18:30:00+00:00,2026-08-06 11:45:00+00:00,1,4262.535,4235.4736900906755,3.0,-0.07686250247935099,-0.09261390185463136,time_exit,3
M15-0591 MTF,2026-08-06 00:30:00+00:00,2026-08-06 04:30:00+00:00,1,4273.685,4259.7279705085975,4.0,-1.0,-1.0306203050056781,stop,0
Structural Portfolio MTF,2026-08-06 06:00:00+00:00,2026-08-06 13:15:00+00:00,1,4266.935,4245.916113996771,4.0,-1.0,-1.020300481192697,stop,1
Outcome First M15,2026-08-06 08:15:00+00:00,2026-08-06 13:00:00+00:00,1,4268.605,4249.840359742634,3.0,-1.0,-1.0227481312801854,stop,2
V1 Legacy M15,2026-08-07 00:45:00+00:00,2026-08-07 01:45:00+00:00,-1,4234.785,4253.720800962671,2.0,-1.0,-1.0223639074383395,stop,3
Structural Portfolio MTF,2026-08-07 01:30:00+00:00,2026-08-07 06:15:00+00:00,1,4243.135,4228.548803310864,3.0,3.0,2.970909928815369,target,1
M15-0591 MTF,2026-08-07 02:00:00+00:00,2026-08-07 12:15:00+00:00,1,4256.595,4237.753523689248,4.0,3.096360340230225,3.0737687187999505,time_exit,0
V1 Legacy M15,2026-08-07 04:00:00+00:00,2026-08-07 08:45:00+00:00,1,4265.965,4246.028708866855,2.0,2.0,1.9786020129245228,target,3
Structural Portfolio MTF,2026-08-07 09:00:00+00:00,2026-08-10 02:15:00+00:00,1,4306.005,4281.777336840645,4.0,0.7499691522244125,0.732196059657962,time_exit,1
V1 Legacy M15,2026-08-07 09:45:00+00:00,2026-08-10 03:00:00+00:00,1,4317.365,4292.133973775109,3.0,0.08085283499041528,0.06374150166010153,time_exit,3
Outcome First M15,2026-08-07 10:30:00+00:00,2026-08-07 11:15:00+00:00,-1,4313.605,4321.498215967961,3.0,-1.0,-1.0546495245728589,stop,2
V1 Legacy M15,2026-08-10 05:00:00+00:00,2026-08-10 14:00:00+00:00,1,4339.085,4321.82159406555,2.0,-1.0,-1.0251345824600064,stop,3
M15-0591 MTF,2026-08-10 06:00:00+00:00,2026-08-10 11:15:00+00:00,1,4347.215,4330.303766397383,4.0,-1.0,-1.0257060785874732,stop,0
V1 Legacy M15,2026-08-10 16:00:00+00:00,2026-08-10 19:45:00+00:00,1,4358.205,4341.50142521283,2.0,2.0,1.9739085491846473,target,3
M15-0591 MTF,2026-08-10 16:15:00+00:00,2026-08-11 01:00:00+00:00,1,4361.225,4347.3807102553965,4.0,4.0,3.968498022791672,target,0
V1 Legacy M15,2026-08-10 22:45:00+00:00,2026-08-11 02:00:00+00:00,1,4395.175,4384.854280203591,3.0,3.0,2.9574140652328422,target,3
M15-0591 MTF,2026-08-11 02:15:00+00:00,2026-08-11 03:00:00+00:00,1,4433.695,4413.139108482957,4.0,-1.0,-1.0215689745021477,stop,0
M15-0591 MTF,2026-08-11 06:15:00+00:00,2026-08-11 12:15:00+00:00,-1,4372.515,4393.037859235244,3.0,-1.0,-1.0213055839338956,stop,0
Structural Frequency M15,2026-08-11 08:45:00+00:00,2026-08-12 02:00:00+00:00,1,4374.655,4355.401140951014,2.0,1.111984872514566,1.089263946860805,time_exit,4
V1 Legacy M15,2026-08-11 18:15:00+00:00,2026-08-12 01:15:00+00:00,-1,4363.495,4386.5025015931315,2.0,-1.0,-1.0189655316651272,stop,3
M15-0591 MTF,2026-08-12 01:30:00+00:00,2026-08-12 11:45:00+00:00,1,4390.425,4377.021026805206,4.0,1.69427375524894,1.6615191015638284,time_exit,0
V1 Legacy M15,2026-08-12 02:00:00+00:00,2026-08-12 18:15:00+00:00,1,4396.275,4376.618675440669,3.0,0.47363890293422356,0.45127320080750966,time_exit,3
Outcome First M15,2026-08-12 09:15:00+00:00,2026-08-12 12:45:00+00:00,1,4412.925,4400.880163761571,3.0,-1.0,-1.0366374844177655,stop,2
Structural Frequency M15,2026-08-12 14:15:00+00:00,2026-08-12 17:00:00+00:00,1,4431.695,4406.932879663372,3.0,-1.0,-1.0178970739975148,stop,4
Structural Portfolio MTF,2026-08-12 18:45:00+00:00,2026-08-13 04:15:00+00:00,1,4413.325,4394.921085274445,3.0,-1.0,-1.0239803599713053,stop,1
V1 Legacy M15,2026-08-12 22:30:00+00:00,2026-08-13 00:15:00+00:00,-1,4399.245,4414.84019666948,3.0,-1.0,-1.0282089741683689,stop,3
V1 Legacy M15,2026-08-13 04:15:00+00:00,2026-08-13 14:45:00+00:00,-1,4394.395,4412.91980351546,2.0,2.0,1.9762783178977708,target,3
Structural Portfolio MTF,2026-08-13 08:15:00+00:00,2026-08-13 10:00:00+00:00,-1,4365.845,4382.476720141175,3.0,-1.0,-1.0262501110104154,stop,1
Outcome First M15,2026-08-13 13:45:00+00:00,2026-08-14 07:00:00+00:00,-1,4379.395,4402.846062536898,3.0,1.8741155088751502,1.8554408966135116,time_exit,2
V1 Legacy M15,2026-08-13 19:15:00+00:00,2026-08-14 02:15:00+00:00,-1,4346.625,4364.252068190892,2.0,2.0,1.975341191439618,target,3
M15-0591 MTF,2026-08-13 20:00:00+00:00,2026-08-13 22:45:00+00:00,-1,4349.915,4359.83948182907,3.0,-1.0,-1.0438301472552312,stop,0
V1 Legacy M15,2026-08-14 10:00:00+00:00,2026-08-14 13:45:00+00:00,1,4357.155,4341.971783104637,2.0,2.0,1.9713028205417336,target,3
Structural Portfolio MTF,2026-08-14 10:45:00+00:00,2026-08-14 11:45:00+00:00,-1,4351.695,4359.122747638161,3.0,-1.0,-1.0585870066134513,stop,1
Outcome First M15,2026-08-14 10:45:00+00:00,2026-08-14 11:45:00+00:00,-1,4351.695,4359.122747638161,2.0,-1.0,-1.0585870066134513,stop,2
Structural Frequency M15,2026-08-14 10:45:00+00:00,2026-08-14 11:45:00+00:00,-1,4351.695,4359.122747638161,2.0,-1.0,-1.0585870066134513,stop,4
M15-0591 MTF,2026-08-14 12:15:00+00:00,2026-08-16 23:30:00+00:00,1,4371.515,4360.0164382679495,3.0,0.25481447752133846,0.21679654882843985,time_exit,0
V1 Legacy M15,2026-08-16 23:00:00+00:00,2026-08-16 23:45:00+00:00,1,4384.605,4370.135134204836,2.0,-1.0,-1.0303016286541191,stop,3
M15-0591 MTF,2026-08-17 00:45:00+00:00,2026-08-17 11:00:00+00:00,1,4395.355,4377.2415077139585,3.0,0.18825745726729035,0.16399181632632595,time_exit,0
V1 Legacy M15,2026-08-17 07:00:00+00:00,2026-08-17 12:30:00+00:00,1,4402.755,4391.033428697764,3.0,-1.0,-1.0375611331149786,stop,3
Outcome First M15,2026-08-17 07:30:00+00:00,2026-08-17 12:15:00+00:00,1,4404.755,4391.675910458786,3.0,-1.0,-1.033677841153393,stop,2
V1 Legacy M15,2026-08-17 16:00:00+00:00,2026-08-17 17:45:00+00:00,1,4427.335,4412.757781594252,3.0,-1.0,-1.0303716036679145,stop,3
V1 Legacy M15,2026-08-17 23:45:00+00:00,2026-08-18 02:00:00+00:00,1,4422.175,4408.337471117836,2.0,-1.0,-1.0319578375420764,stop,3
M15-0591 MTF,2026-08-18 01:00:00+00:00,2026-08-18 01:30:00+00:00,1,4434.105,4419.854993022982,4.0,-1.0,-1.0311165110806704,stop,0
M15-0591 MTF,2026-08-18 02:45:00+00:00,2026-08-18 13:00:00+00:00,-1,4394.755,4408.676994130216,3.0,0.05746303241601459,0.02589603878784149,time_exit,0
V1 Legacy M15,2026-08-18 04:00:00+00:00,2026-08-18 13:45:00+00:00,-1,4391.475,4404.671270525676,2.0,-1.0,-1.0332781522738235,stop,3
V1 Legacy M15,2026-08-18 19:45:00+00:00,2026-08-19 01:15:00+00:00,-1,4349.835,4361.597120464925,2.0,2.0,1.963018275378395,target,3
V1 Legacy M15,2026-08-19 04:45:00+00:00,2026-08-19 07:45:00+00:00,-1,4346.265,4360.907214971361,2.0,-1.0,-1.0296831115271905,stop,3
V1 Legacy M15,2026-08-19 10:30:00+00:00,2026-08-19 12:45:00+00:00,1,4368.615,4352.495644577295,2.0,2.0,1.9728983269774756,target,3
Structural Frequency M15,2026-08-19 11:45:00+00:00,2026-08-19 12:45:00+00:00,-1,4363.255,4374.604349803955,2.0,-1.0,-1.0384449776892015,stop,4
Structural Portfolio MTF,2026-08-19 12:00:00+00:00,2026-08-19 12:45:00+00:00,-1,4364.345,4374.5887533893865,3.0,-1.0,-1.0426049401435413,stop,1
Outcome First M15,2026-08-19 12:00:00+00:00,2026-08-19 12:45:00+00:00,-1,4364.345,4374.5887533893865,2.0,-1.0,-1.0426049401435413,stop,2
M15-0591 MTF,2026-08-19 14:30:00+00:00,2026-08-20 01:45:00+00:00,1,4485.835,4453.16410275152,3.0,0.23139860354928146,0.21766823377742384,time_exit,0
V1 Legacy M15,2026-08-19 19:15:00+00:00,2026-08-20 12:00:00+00:00,1,4503.105,4470.646257068849,3.0,-1.0,-1.0138733191533378,stop,3
Structural Portfolio MTF,2026-08-20 06:30:00+00:00,2026-08-20 11:45:00+00:00,1,4493.755,4476.7691696345155,4.0,-1.0,-1.0264559041466195,stop,1
M15-0591 MTF,2026-08-20 16:00:00+00:00,2026-08-21 03:15:00+00:00,1,4521.465,4497.240235400703,4.0,0.44045835641719716,0.42179371684364636,time_exit,0
V1 Legacy M15,2026-08-20 19:15:00+00:00,2026-08-21 08:30:00+00:00,1,4527.515,4507.0858468694705,2.0,2.0,1.9778379702228872,target,3
Structural Portfolio MTF,2026-08-21 01:30:00+00:00,2026-08-21 16:00:00+00:00,1,4529.125,4507.742320591591,4.0,4.0,3.978818720921294,target,1
M15-0591 MTF,2026-08-21 06:30:00+00:00,2026-08-21 16:00:00+00:00,1,4555.215,4540.311747728543,4.0,4.0,3.9694347588229166,target,0
Outcome First M15,2026-08-21 14:30:00+00:00,2026-08-24 07:45:00+00:00,1,4603.025,4572.071421428516,3.0,1.020883576579818,1.006012840424482,time_exit,2
V1 Legacy M15,2026-08-21 14:30:00+00:00,2026-08-24 07:45:00+00:00,1,4603.025,4572.071421428516,3.0,1.020883576579818,1.006012840424482,time_exit,3
Structural Portfolio MTF,2026-08-24 01:15:00+00:00,2026-08-24 17:30:00+00:00,1,4621.775,4592.693310123501,4.0,0.567023445681072,0.5511310576540099,time_exit,1
M15-0591 MTF,2026-08-24 03:00:00+00:00,2026-08-24 13:15:00+00:00,1,4643.315,4625.4545644347345,4.0,1.8722947644700485,1.8462969942419232,time_exit,0
V1 Legacy M15,2026-08-24 10:15:00+00:00,2026-08-24 17:30:00+00:00,1,4648.085,4631.556784841623,2.0,-1.0,-1.0281221230209132,stop,3
Structural Frequency M15,2026-08-24 10:15:00+00:00,2026-08-24 17:30:00+00:00,1,4648.085,4631.556784841623,3.0,-1.0,-1.0281221230209132,stop,4
V1 Legacy M15,2026-08-24 22:15:00+00:00,2026-08-25 00:45:00+00:00,1,4658.335,4645.757033216315,3.0,3.0,2.9629643242018866,target,3
M15-0591 MTF,2026-08-25 00:45:00+00:00,2026-08-25 01:15:00+00:00,1,4693.425,4673.8184480588,4.0,-1.0,-1.023938043844096,stop,0
M15-0591 MTF,2026-08-25 03:00:00+00:00,2026-08-25 13:15:00+00:00,-1,4629.235,4658.147143194419,3.0,0.21893914807469944,0.2029277615480392,time_exit,0
V1 Legacy M15,2026-08-25 08:00:00+00:00,2026-08-25 15:45:00+00:00,-1,4629.945,4654.08600543531,2.0,-1.0,-1.0191787579535854,stop,3
Structural Portfolio MTF,2026-08-25 14:30:00+00:00,2026-08-26 07:45:00+00:00,1,4623.605,4603.765811673815,3.0,0.40173014485078784,0.3784247307180053,time_exit,1
Outcome First M15,2026-08-25 14:30:00+00:00,2026-08-25 19:30:00+00:00,1,4623.605,4603.765811673815,2.0,2.0,1.9766945858672176,target,2
Structural Frequency M15,2026-08-25 14:30:00+00:00,2026-08-25 19:30:00+00:00,1,4623.605,4603.765811673815,2.0,2.0,1.9766945858672176,target,4
V1 Legacy M15,2026-08-25 19:00:00+00:00,2026-08-26 01:00:00+00:00,1,4654.385,4635.321855173905,2.0,-1.0,-1.0244156199958603,stop,3
V1 Legacy M15,2026-08-26 05:45:00+00:00,2026-08-26 12:45:00+00:00,-1,4637.645,4650.001420568984,2.0,2.0,1.962467731054403,target,3
M15-0591 MTF,2026-08-26 07:30:00+00:00,2026-08-26 13:30:00+00:00,-1,4631.125,4640.008509033553,3.0,3.0,2.947868291882092,target,0
M15-0591 MTF,2026-08-26 22:45:00+00:00,2026-08-27 01:00:00+00:00,1,4610.595,4601.106425785957,3.0,-1.0,-1.0485910200625956,stop,0
V1 Legacy M15,2026-08-27 09:45:00+00:00,2026-08-27 16:00:00+00:00,-1,4582.225,4606.822575600925,2.0,-1.0,-1.0186287668115865,stop,3
M15-0591 MTF,2026-08-27 10:00:00+00:00,2026-08-27 12:00:00+00:00,-1,4580.325,4599.970090721111,3.0,-1.0,-1.0233153670045305,stop,0
Structural Portfolio MTF,2026-08-27 10:00:00+00:00,2026-08-27 15:45:00+00:00,-1,4580.325,4602.951105915145,3.0,-1.0,-1.020243540877859,stop,1
Structural Portfolio MTF,2026-08-27 19:45:00+00:00,2026-08-28 00:30:00+00:00,-1,4609.645,4618.736135603662,2.0,2.0,1.9492951683820057,target,1
V1 Legacy M15,2026-08-28 05:45:00+00:00,2026-08-28 06:45:00+00:00,-1,4572.605,4586.77549562999,2.0,-1.0,-1.0322684902447778,stop,3
M15-0591 MTF,2026-08-28 07:30:00+00:00,2026-08-28 14:15:00+00:00,1,4607.195,4586.868991363838,3.0,-1.0,-1.0226665012421743,stop,0
M15-0591 MTF,2026-08-28 16:30:00+00:00,2026-08-31 03:45:00+00:00,-1,4480.765,4531.741801262077,3.0,1.142480472648387,1.1336906606376962,time_exit,0
V1 Legacy M15,2026-08-28 18:30:00+00:00,2026-08-31 11:45:00+00:00,-1,4455.845,4488.410592398186,2.0,0.042990159149647114,0.029307481599926778,time_exit,3
Outcome First M15,2026-08-31 12:45:00+00:00,2026-09-01 06:00:00+00:00,-1,4440.215,4464.699707747468,3.0,0.01592830937672354,-0.0022063363204839308,time_exit,2
V1 Legacy M15,2026-08-31 12:45:00+00:00,2026-09-01 06:00:00+00:00,-1,4440.215,4464.699707747468,3.0,0.01592830937672354,-0.0022063363204839308,time_exit,3
Structural Frequency M15,2026-08-31 12:45:00+00:00,2026-09-01 06:00:00+00:00,-1,4440.215,4464.699707747468,3.0,0.01592830937672354,-0.0022063363204839308,time_exit,4
M15-0591 MTF,2026-08-31 14:30:00+00:00,2026-08-31 14:45:00+00:00,-1,4419.915,4434.698305122152,4.0,-1.0,-1.0298980164684344,stop,0
M15-0591 MTF,2026-08-31 20:45:00+00:00,2026-09-01 01:30:00+00:00,1,4447.965,4440.385798752368,3.0,-1.0,-1.0586864612071036,stop,0
Structural Portfolio MTF,2026-08-31 20:45:00+00:00,2026-09-01 00:15:00+00:00,-1,4447.965,4456.322361862563,3.0,-1.0,-1.0532221180935653,stop,1
Outcome First M15,2026-09-01 07:30:00+00:00,2026-09-01 08:45:00+00:00,-1,4425.835,4441.179960380312,3.0,3.0,2.971157729376229,target,2
V1 Legacy M15,2026-09-01 07:45:00+00:00,2026-09-01 08:30:00+00:00,-1,4418.045,4435.9922489245755,2.0,2.0,1.9753831630765966,target,3
V1 Legacy M15,2026-09-01 10:00:00+00:00,2026-09-01 10:30:00+00:00,-1,4364.415,4384.592242037761,3.0,-1.0,-1.0216303843301882,stop,3
Outcome First M15,2026-09-01 10:30:00+00:00,2026-09-01 12:45:00+00:00,1,4384.815,4362.947770896012,3.0,-1.0,-1.0200519918602784,stop,2
Outcome First M15,2026-09-01 16:30:00+00:00,2026-09-02 03:45:00+00:00,-1,4352.485,4375.638339176602,3.0,3.0,2.981201480413683,target,2
V1 Legacy M15,2026-09-01 16:30:00+00:00,2026-09-02 03:45:00+00:00,-1,4352.485,4375.638339176602,3.0,3.0,2.981201480413683,target,3
M15-0591 MTF,2026-09-02 01:45:00+00:00,2026-09-02 11:45:00+00:00,-1,4308.805,4332.183594225443,4.0,-1.0,-1.0184305564246066,stop,0
Outcome First M15,2026-09-02 09:00:00+00:00,2026-09-02 11:45:00+00:00,-1,4312.705,4332.447872766048,3.0,-1.0,-1.0218443640452193,stop,2
V1 Legacy M15,2026-09-02 09:00:00+00:00,2026-09-02 11:45:00+00:00,-1,4312.705,4332.447872766048,2.0,-1.0,-1.0218443640452193,stop,3
Structural Frequency M15,2026-09-02 09:00:00+00:00,2026-09-02 11:45:00+00:00,-1,4312.705,4332.447872766048,3.0,-1.0,-1.0218443640452193,stop,4
M15-0591 MTF,2026-09-02 14:00:00+00:00,2026-09-03 01:15:00+00:00,1,4384.845,4355.4087415132335,3.0,0.5472842279613092,0.5323881602359519,time_exit,0
V1 Legacy M15,2026-09-02 19:45:00+00:00,2026-09-03 03:15:00+00:00,1,4387.795,4368.180973316234,2.0,2.0,1.977629300343353,target,3
M15-0591 MTF,2026-09-03 01:15:00+00:00,2026-09-03 11:30:00+00:00,1,4400.915,4384.637626257346,3.0,2.039026720448559,2.0119897114716894,time_exit,0
V1 Legacy M15,2026-09-03 04:30:00+00:00,2026-09-03 06:30:00+00:00,1,4436.475,4418.3054887373555,2.0,-1.0,-1.0244171399872546,stop,3
Outcome First M15,2026-09-03 13:45:00+00:00,2026-09-03 15:15:00+00:00,-1,4469.565,4497.055281824974,2.0,-1.0,-1.016258709272087,stop,2
V1 Legacy M15,2026-09-04 00:00:00+00:00,2026-09-04 01:30:00+00:00,1,4479.895,4470.505405203949,2.0,-1.0,-1.0477112707982215,stop,3
Structural Portfolio MTF,2026-09-04 02:15:00+00:00,2026-09-04 04:15:00+00:00,1,4479.115,4466.1128909890285,3.0,-1.0,-1.034449142029347,stop,1
Structural Portfolio MTF,2026-09-04 04:45:00+00:00,2026-09-04 06:45:00+00:00,1,4473.255,4464.500797156624,3.0,-1.0,-1.0510983704631038,stop,1
V1 Legacy M15,2026-09-04 17:45:00+00:00,2026-09-07 11:00:00+00:00,-1,4416.985,4444.585247300534,2.0,0.9228178183572276,0.9068143929099692,time_exit,3
M15-0591 MTF,2026-09-07 02:15:00+00:00,2026-09-07 02:45:00+00:00,-1,4403.335,4417.566656261581,4.0,-1.0,-1.0309404254787065,stop,0
Structural Portfolio MTF,2026-09-07 09:00:00+00:00,2026-09-07 23:45:00+00:00,-1,4410.775,4424.614178045192,4.0,-1.0,-1.0318716544118194,stop,1
Outcome First M15,2026-09-07 09:00:00+00:00,2026-09-07 23:45:00+00:00,-1,4410.775,4424.614178045192,3.0,-1.0,-1.0318716544118194,stop,2
Structural Frequency M15,2026-09-07 09:00:00+00:00,2026-09-07 23:45:00+00:00,-1,4410.775,4424.614178045192,3.0,-1.0,-1.0318716544118194,stop,4
M15-0591 MTF,2026-09-08 00:30:00+00:00,2026-09-08 06:15:00+00:00,1,4421.105,4409.895967006409,3.0,-1.0,-1.039442340856057,stop,0
V1 Legacy M15,2026-09-08 01:30:00+00:00,2026-09-08 06:15:00+00:00,1,4434.095,4413.979574996828,2.0,-1.0,-1.0220432578446677,stop,3
Structural Portfolio MTF,2026-09-08 02:30:00+00:00,2026-09-08 04:15:00+00:00,-1,4423.985,4441.254888054863,3.0,-1.0,-1.0256167555107816,stop,1
Structural Portfolio MTF,2026-09-08 04:45:00+00:00,2026-09-08 05:30:00+00:00,-1,4436.065,4443.444393462343,2.0,2.0,1.9398857775691614,target,1
M15-0591 MTF,2026-09-08 07:00:00+00:00,2026-09-08 13:15:00+00:00,-1,4403.605,4412.397439843834,3.0,-1.0,-1.0500839935013937,stop,0
V1 Legacy M15,2026-09-08 16:15:00+00:00,2026-09-09 07:45:00+00:00,-1,4386.015,4410.131477506599,2.0,-1.0,-1.0181867977974803,stop,3
M15-0591 MTF,2026-09-09 06:00:00+00:00,2026-09-09 15:15:00+00:00,1,4398.655,4383.0797078442465,3.0,-1.0,-1.0282412359011528,stop,0
Structural Portfolio MTF,2026-09-09 08:30:00+00:00,2026-09-09 12:00:00+00:00,-1,4399.425,4413.250767076119,3.0,-1.0,-1.0318204767647154,stop,1
Outcome First M15,2026-09-09 08:30:00+00:00,2026-09-09 12:00:00+00:00,-1,4399.425,4413.250767076119,2.0,-1.0,-1.0318204767647154,stop,2
Structural Frequency M15,2026-09-09 08:30:00+00:00,2026-09-09 12:00:00+00:00,-1,4399.425,4413.250767076119,2.0,-1.0,-1.0318204767647154,stop,4
Structural Frequency M15,2026-09-09 12:45:00+00:00,2026-09-09 13:30:00+00:00,-1,4395.245,4415.6625784441585,2.0,-1.0,-1.021526769259248,stop,4
Outcome First M15,2026-09-09 16:00:00+00:00,2026-09-10 09:15:00+00:00,1,4398.335,4373.123308270434,2.0,-0.1408076870873778,-0.1582533033799251,time_exit,2
M15-0591 MTF,2026-09-10 06:00:00+00:00,2026-09-10 06:15:00+00:00,1,4430.748,4416.414995169562,3.0,-1.0,-1.0309129038357034,stop,0
M15-0591 MTF,2026-09-10 09:00:00+00:00,2026-09-10 12:45:00+00:00,-1,4394.565,4406.784749606916,3.0,3.0,2.9640371927300984,target,0
V1 Legacy M15,2026-09-10 10:45:00+00:00,2026-09-10 12:45:00+00:00,-1,4383.585,4400.931581976631,2.0,2.0,1.9747294019887862,target,3
V1 Legacy M15,2026-09-10 18:00:00+00:00,2026-09-11 04:00:00+00:00,-1,4352.578,4368.83718500509,3.0,3.0,2.9732300358312083,target,3
M15-0591 MTF,2026-09-11 07:00:00+00:00,2026-09-11 07:45:00+00:00,1,4352.948,4344.484640270046,3.0,-1.0,-1.0514328604584016,stop,0
Outcome First M15,2026-09-11 11:00:00+00:00,2026-09-11 12:45:00+00:00,-1,4337.298,4350.497940843847,3.0,-1.0,-1.03285846543791,stop_same_bar,2
V1 Legacy M15,2026-09-11 12:15:00+00:00,2026-09-11 12:45:00+00:00,-1,4327.778,4345.924117114027,2.0,-1.0,-1.0238496091081368,stop,3
M15-0591 MTF,2026-09-11 13:15:00+00:00,2026-09-11 18:15:00+00:00,1,4389.168,4350.484698936071,3.0,-1.0,-1.011346415324655,stop,0
Structural Frequency M15,2026-09-11 14:30:00+00:00,2026-09-14 07:30:00+00:00,-1,4374.888,4403.773498386457,2.0,2.0,1.9848543793793385,target,4
M15-0591 MTF,2026-09-11 18:45:00+00:00,2026-09-14 06:00:00+00:00,-1,4346.935,4361.267546252075,3.0,0.6827816793951582,0.6524525604546149,time_exit,0
Structural Portfolio MTF,2026-09-14 03:00:00+00:00,2026-09-14 19:15:00+00:00,-1,4330.735,4356.302467344456,4.0,0.972603178288247,0.9556647191845181,time_exit,1
V1 Legacy M15,2026-09-14 04:45:00+00:00,2026-09-14 06:00:00+00:00,-1,4323.255,4337.124195124611,3.0,-1.0,-1.0311716358531027,stop,3
V1 Legacy M15,2026-09-14 07:30:00+00:00,2026-09-15 00:45:00+00:00,-1,4316.735,4339.3777239665515,3.0,1.0739432250254648,1.0548786681003495,time_exit,3
M15-0591 MTF,2026-09-14 08:30:00+00:00,2026-09-14 13:15:00+00:00,-1,4310.368,4322.890271532738,4.0,4.0,3.9655783857686577,target,0
V1 Legacy M15,2026-09-15 07:45:00+00:00,2026-09-15 14:00:00+00:00,-1,4283.705,4296.093034417724,3.0,-1.0,-1.0345793759974633,stop,3
M15-0591 MTF,2026-09-15 08:00:00+00:00,2026-09-15 13:00:00+00:00,-1,4280.745,4293.694641301269,4.0,-1.0,-1.0330568615794817,stop,0
Structural Portfolio MTF,2026-09-15 14:45:00+00:00,2026-09-15 18:15:00+00:00,-1,4278.015,4301.242537299636,3.0,-1.0,-1.0184178587028558,stop,1
Outcome First M15,2026-09-15 14:45:00+00:00,2026-09-15 18:15:00+00:00,-1,4278.015,4301.242537299636,3.0,-1.0,-1.0184178587028558,stop,2
Structural Frequency M15,2026-09-15 14:45:00+00:00,2026-09-15 18:15:00+00:00,-1,4278.015,4301.242537299636,3.0,-1.0,-1.0184178587028558,stop,4
V1 Legacy M15,2026-09-15 18:15:00+00:00,2026-09-15 21:00:00+00:00,1,4302.355,4289.262985380374,2.0,-1.0,-1.0328624365691623,stop,3
Structural Portfolio MTF,2026-09-15 19:30:00+00:00,2026-09-16 02:45:00+00:00,-1,4300.665,4311.17643176237,3.0,-1.0,-1.0409141694226274,stop,1
V1 Legacy M15,2026-09-16 00:00:00+00:00,2026-09-16 02:30:00+00:00,-1,4283.395,4299.379338379854,2.0,-1.0,-1.0267974494671532,stop,3
Structural Portfolio MTF,2026-09-16 04:00:00+00:00,2026-09-16 10:15:00+00:00,-1,4326.755,4341.588607775627,2.0,-1.0,-1.0291685951620573,stop,1
