strategy_base,variant,strategy,family,signal_time,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,balance_before_rm,balance_after_rm
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-07 11:30:00+00:00,2026-01-07 12:00:00+00:00,2026-01-08 05:00:00+00:00,-1,4450.185,4468.183005335041,2.0,1.0506719854774254,1.0259459954737677,time_exit,82.81425824747599,87.06240607833242
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-08 05:00:00+00:00,2026-01-08 05:30:00+00:00,2026-01-08 15:15:00+00:00,-1,4426.995,4443.2153601280825,2.0,-1.0,-1.0272928280571,stop,87.06240607833242,82.59047681044913
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-08 16:30:00+00:00,2026-01-08 17:00:00+00:00,2026-01-09 10:00:00+00:00,1,4460.485,4441.940438262482,2.0,0.5570366205581984,0.5329838278142434,time_exit,82.59047681044913,84.79144623402097
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-09 15:15:00+00:00,2026-01-09 15:45:00+00:00,2026-01-12 00:45:00+00:00,1,4505.105,4477.9209063124845,3.0,3.0,2.983427422478061,target,84.79144623402097,97.43990252832859
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-12 05:30:00+00:00,2026-01-12 06:00:00+00:00,2026-01-12 22:00:00+00:00,1,4581.495,4562.253549023318,3.0,0.8861078107187564,0.8622972623066222,time_exit,97.43990252832859,101.64101058780868
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-13 05:15:00+00:00,2026-01-13 05:45:00+00:00,2026-01-13 05:45:00+00:00,1,4601.125,4590.708125427659,2.0,-1.0,-1.0441699184150397,stop,101.64101058780868,96.33448630115396
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-13 06:15:00+00:00,2026-01-13 06:45:00+00:00,2026-01-13 13:15:00+00:00,-1,4584.725,4602.681773575089,2.0,-1.0,-1.0255320087477202,stop,96.33448630115396,91.39478133874886
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-14 01:00:00+00:00,2026-01-14 01:30:00+00:00,2026-01-14 17:30:00+00:00,1,4615.205,4592.670578939623,3.0,-0.1766186932131888,-0.19709938356522558,time_exit,91.39478133874886,90.49408858560156
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-14 23:15:00+00:00,2026-01-14 23:45:00+00:00,2026-01-15 15:45:00+00:00,-1,4608.825,4633.8355856509725,2.0,-0.09715886040860423,-0.115586357726408,time_exit,90.49408858560156,89.97109448083253
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-15 16:00:00+00:00,2026-01-15 16:30:00+00:00,2026-01-16 01:00:00+00:00,1,4621.845,4599.001141813756,2.0,-1.0,-1.0202323309938206,stop,89.97109448083253,85.38152350862029
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-16 11:15:00+00:00,2026-01-16 11:45:00+00:00,2026-01-16 13:00:00+00:00,1,4610.935,4597.643577179371,2.0,-1.0,-1.034691056497304,stop,85.38152350862029,80.96434857039611
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-16 15:00:00+00:00,2026-01-16 15:30:00+00:00,2026-01-16 15:30:00+00:00,1,4615.848,4594.861089929656,2.0,-1.0,-1.021993938052475,stop,80.96434857039611,76.82709489853049
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-19 06:45:00+00:00,2026-01-19 07:15:00+00:00,2026-01-19 08:00:00+00:00,1,4677.725,4662.677682873948,3.0,-1.0,-1.0310867708895497,stop,76.82709489853049,72.86632483874295
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-19 15:45:00+00:00,2026-01-19 16:15:00+00:00,2026-01-20 00:30:00+00:00,1,4674.085,4663.135058037149,2.0,-1.0,-1.0426859340063848,stop,72.86632483874295,69.06749024013808
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-20 03:30:00+00:00,2026-01-20 04:00:00+00:00,2026-01-20 05:15:00+00:00,1,4676.715,4664.763097169656,2.0,2.0,1.9608705403115678,target,69.06749024013808,75.83911058539526
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-20 08:00:00+00:00,2026-01-20 08:30:00+00:00,2026-01-20 23:45:00+00:00,1,4724.235,4708.387623820498,3.0,3.0,2.970189166039291,target,75.83911058539526,87.1019358165351
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-21 04:15:00+00:00,2026-01-21 04:45:00+00:00,2026-01-21 15:30:00+00:00,1,4849.595,4825.614362607531,3.0,-1.0,-1.0202229612192164,stop,87.1019358165351,82.65876607220152
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-21 17:30:00+00:00,2026-01-21 18:00:00+00:00,2026-01-22 11:00:00+00:00,-1,4809.645,4854.295064085302,3.0,-0.42889076180079927,-0.4396626276391358,time_exit,82.65876607220152,80.84166755776589
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-22 17:15:00+00:00,2026-01-22 17:45:00+00:00,2026-01-22 23:15:00+00:00,1,4889.805,4866.763324869429,3.0,3.0,2.978778430941801,target,80.84166755776589,92.88213833988792
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-23 05:30:00+00:00,2026-01-23 06:00:00+00:00,2026-01-23 06:15:00+00:00,1,4961.025,4949.213802354647,3.0,-1.0,-1.0420027261329583,stop,92.88213833988792,88.04296627192683
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-23 12:45:00+00:00,2026-01-23 13:15:00+00:00,2026-01-25 23:15:00+00:00,1,4939.175,4917.244248439706,3.0,3.0,2.977478314017553,target,88.04296627192683,101.15026741074887
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-26 01:00:00+00:00,2026-01-26 01:30:00+00:00,2026-01-26 17:30:00+00:00,1,5057.505,5023.385597157784,3.0,0.9000743694729174,0.885251410749436,time_exit,101.15026741074887,105.62743825690127
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-26 21:30:00+00:00,2026-01-26 22:00:00+00:00,2026-01-27 01:15:00+00:00,-1,5004.175,5064.248720448213,2.0,-1.0,-1.0083300567413898,stop,105.62743825690127,100.30207221634983
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-27 05:45:00+00:00,2026-01-27 06:15:00+00:00,2026-01-27 14:15:00+00:00,1,5082.855,5055.604888137156,2.0,-1.0,-1.0186526023290594,stop,100.30207221634983,95.19342387224073
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-27 19:45:00+00:00,2026-01-27 20:15:00+00:00,2026-01-27 20:15:00+00:00,1,5098.715,5079.769653846024,2.0,2.0,1.9730872428586905,target,95.19342387224073,104.58467038455863
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-28 01:00:00+00:00,2026-01-28 01:30:00+00:00,2026-01-28 08:15:00+00:00,1,5190.665,5155.592241876912,3.0,3.0,2.9852002942517855,target,104.58467038455863,120.19497982486916
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-28 16:45:00+00:00,2026-01-28 17:15:00+00:00,2026-01-28 20:45:00+00:00,1,5299.585,5264.058891691313,2.0,2.0,1.9850825625088124,target,120.19497982486916,132.1248277524415
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-28 21:45:00+00:00,2026-01-28 23:15:00+00:00,2026-01-29 15:15:00+00:00,1,5417.098,5350.615306813035,3.0,-0.5066431335035658,-0.514791266108191,time_exit,132.1248277524415,128.7239923842912
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-01-30 08:30:00+00:00,2026-01-30 09:00:00+00:00,2026-01-30 17:15:00+00:00,-1,5095.755,5189.712180657264,2.0,2.0,1.9945765135092886,target,128.7239923842912,141.561484981034
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-01 23:00:00+00:00,2026-02-01 23:30:00+00:00,2026-02-02 06:30:00+00:00,-1,4746.198,4901.941579905819,2.0,2.0,1.9969525562447774,target,141.561484981034,155.69606344596812
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-03 01:15:00+00:00,2026-02-03 01:45:00+00:00,2026-02-03 02:30:00+00:00,1,4852.935,4761.28335907044,2.0,-1.0,-1.005294978846838,stop,155.69606344596812,147.8700399055456
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-03 05:15:00+00:00,2026-02-03 05:45:00+00:00,2026-02-03 07:45:00+00:00,1,4839.145,4797.111590884896,2.0,2.0,1.9884873839598676,target,147.8700399055456,162.57192534643661
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-03 08:15:00+00:00,2026-02-03 08:45:00+00:00,2026-02-04 01:45:00+00:00,1,4936.205,4868.786758718909,2.0,1.415195623424849,1.407873858712211,time_exit,162.57192534643661,174.01596353922469
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-04 02:00:00+00:00,2026-02-04 02:30:00+00:00,2026-02-04 14:45:00+00:00,1,5059.485,4981.728394431187,2.0,-1.0,-1.00650682339203,stop,174.01596353922469,165.25855080515626
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-05 09:00:00+00:00,2026-02-05 09:30:00+00:00,2026-02-06 00:15:00+00:00,-1,4862.245,4946.273119218704,2.0,2.0,1.9942135501243996,target,165.25855080515626,181.73659286963448
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-06 12:00:00+00:00,2026-02-06 12:30:00+00:00,2026-02-06 15:15:00+00:00,1,4895.655,4861.354985696249,2.0,2.0,1.9857269593048985,target,181.73659286963448,199.78055546730704
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-09 13:00:00+00:00,2026-02-09 13:30:00+00:00,2026-02-09 13:30:00+00:00,1,5021.895,5005.569982859593,2.0,-1.0,-1.0307619585131707,stop,199.78055546730704,189.4842456359905
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-09 14:30:00+00:00,2026-02-09 15:00:00+00:00,2026-02-09 23:15:00+00:00,1,5036.275,4993.290375005117,2.0,-1.0,-1.0117164567577352,stop,189.4842456359905,179.89902915567765
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-11 05:30:00+00:00,2026-02-11 06:00:00+00:00,2026-02-11 11:30:00+00:00,1,5062.085,5042.291327841401,2.0,2.0,1.9744257409163928,target,179.89902915567765,197.65889285221957
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-11 17:00:00+00:00,2026-02-11 17:30:00+00:00,2026-02-12 10:30:00+00:00,1,5084.548,5040.782481638103,3.0,-0.5376378683654586,-0.5492555715032481,time_exit,197.65889285221957,192.2306304444073
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-12 12:45:00+00:00,2026-02-12 13:15:00+00:00,2026-02-12 13:30:00+00:00,-1,5052.475,5069.314317550767,2.0,-1.0,-1.0300040365933363,stop,192.2306304444073,182.33071417867623
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-13 05:30:00+00:00,2026-02-13 06:00:00+00:00,2026-02-13 13:45:00+00:00,-1,4963.805,4998.458552445761,2.0,-1.0,-1.0143240869973413,stop,182.33071417867623,173.08359241913328
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-13 16:15:00+00:00,2026-02-13 16:45:00+00:00,2026-02-16 04:00:00+00:00,1,5027.235,4971.668793666686,2.0,-1.0,-1.009047288508134,stop,173.08359241913328,164.3511159383446
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-16 15:00:00+00:00,2026-02-16 15:30:00+00:00,2026-02-16 23:30:00+00:00,-1,4976.265,5000.280701206649,2.0,-1.0,-1.0207208815482032,stop,164.3511159383446,155.9632851411437
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-17 00:00:00+00:00,2026-02-17 00:30:00+00:00,2026-02-17 01:00:00+00:00,-1,4978.985,5001.447168026961,2.0,2.0,1.977833907243398,target,155.9632851411437,171.38675882300493
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-17 23:45:00+00:00,2026-02-18 00:15:00+00:00,2026-02-18 01:15:00+00:00,-1,4858.855,4885.549656440332,3.0,-1.0,-1.0182016015484614,stop,171.38675882300493,162.66144520711575
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-18 03:15:00+00:00,2026-02-18 03:45:00+00:00,2026-02-18 15:00:00+00:00,1,4918.975,4884.964737743721,2.0,2.0,1.9855367919161169,target,162.66144520711575,178.80995941136456
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-19 03:45:00+00:00,2026-02-19 04:15:00+00:00,2026-02-19 07:00:00+00:00,1,4981.115,4965.308329236989,2.0,2.0,1.968487260380874,target,178.80995941136456,196.40921576788918
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-19 20:45:00+00:00,2026-02-19 21:15:00+00:00,2026-02-20 14:15:00+00:00,1,5001.475,4977.078986779263,2.0,1.6848244681660065,1.6643232700614385,time_exit,196.40921576788918,212.75363718074
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-20 19:45:00+00:00,2026-02-20 20:15:00+00:00,2026-02-22 23:15:00+00:00,1,5079.165,5055.8944814426395,2.0,2.0,1.9781733914202206,target,212.75363718074,233.79681638068058
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-23 02:30:00+00:00,2026-02-23 03:00:00+00:00,2026-02-23 07:15:00+00:00,1,5174.095,5144.600700207859,3.0,-1.0,-1.017542694813791,stop,233.79681638068058,221.90190425173645
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-23 10:15:00+00:00,2026-02-23 10:45:00+00:00,2026-02-23 15:00:00+00:00,1,5155.775,5138.319891877275,2.0,2.0,1.970462657900768,target,221.90190425173645,243.76437505399238
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-23 16:15:00+00:00,2026-02-23 16:45:00+00:00,2026-02-24 01:30:00+00:00,1,5214.485,5174.178100102379,2.0,-1.0,-1.0129369537554236,stop,243.76437505399238,231.41847787892812
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-25 05:15:00+00:00,2026-02-25 05:45:00+00:00,2026-02-25 10:45:00+00:00,1,5195.085,5170.918557252964,2.0,-1.0,-1.0214971026326876,stop,231.41847787892812,219.59881264647854
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-25 16:15:00+00:00,2026-02-25 16:45:00+00:00,2026-02-25 21:00:00+00:00,1,5202.595,5170.569811752662,2.0,-1.0,-1.016245322150237,stop,219.59881264647854,208.440499341392
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-26 04:00:00+00:00,2026-02-26 04:30:00+00:00,2026-02-26 08:45:00+00:00,1,5196.445,5174.510605395773,2.0,-1.0,-1.023690852169673,stop,208.440499341392,197.77156772151895
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-26 11:45:00+00:00,2026-02-26 12:15:00+00:00,2026-02-26 12:45:00+00:00,-1,5164.465,5180.038282940742,2.0,-1.0,-1.0331623397561804,stop,197.77156772151895,187.55506093929833
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-26 20:00:00+00:00,2026-02-26 20:30:00+00:00,2026-02-26 23:15:00+00:00,1,5196.585,5177.534745483742,3.0,-1.0,-1.0272782969674503,stop,187.55506093929833,177.92149875983088
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-27 05:15:00+00:00,2026-02-27 05:45:00+00:00,2026-02-27 07:30:00+00:00,1,5194.415,5179.8329116218665,2.0,-1.0,-1.0356218866962106,stop,177.92149875983088,168.70852884835722
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-02-27 16:00:00+00:00,2026-02-27 16:30:00+00:00,2026-03-01 23:15:00+00:00,1,5253.465,5212.979773048903,3.0,3.0,2.98702374817771,target,168.70852884835722,193.9053479578656
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-02 03:30:00+00:00,2026-03-02 04:00:00+00:00,2026-03-02 14:30:00+00:00,1,5361.905,5323.926761752887,3.0,-1.0,-1.0141183615867373,stop,193.9053479578656,184.07319926916875
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-03 01:00:00+00:00,2026-03-03 01:30:00+00:00,2026-03-03 06:00:00+00:00,1,5367.785,5328.042211404394,3.0,-1.0,-1.0135063119365346,stop,184.07319926916875,174.74523180328606
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-03 14:30:00+00:00,2026-03-03 15:00:00+00:00,2026-03-04 02:15:00+00:00,-1,5070.935,5189.680378352312,2.0,-1.0,-1.004270427253981,stop,174.74523180328606,165.97065837310194
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-04 09:30:00+00:00,2026-03-04 10:00:00+00:00,2026-03-04 15:00:00+00:00,1,5182.465,5150.387242033309,2.0,-1.0,-1.016155945204716,stop,165.97065837310194,157.53805481133352
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-05 02:45:00+00:00,2026-03-05 03:15:00+00:00,2026-03-05 05:45:00+00:00,1,5191.705,5165.937198103271,2.0,-1.0,-1.0201480321092466,stop,157.53805481133352,149.5024479814285
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-06 09:45:00+00:00,2026-03-06 10:15:00+00:00,2026-03-06 13:45:00+00:00,-1,5085.355,5114.383996314088,3.0,-1.0,-1.0175181909321884,stop,149.5024479814285,141.89637496092868
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-06 18:30:00+00:00,2026-03-06 19:00:00+00:00,2026-03-08 22:15:00+00:00,1,5165.195,5130.844050472892,2.0,-1.0,-1.0150365421366998,stop,141.89637496092868,134.694874671825
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-09 13:30:00+00:00,2026-03-09 14:00:00+00:00,2026-03-09 14:45:00+00:00,-1,5075.205,5113.385342844912,2.0,-1.0,-1.0132927171990451,stop,134.694874671825,127.87060789437508
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-09 18:30:00+00:00,2026-03-09 19:00:00+00:00,2026-03-10 02:00:00+00:00,1,5117.795,5087.376946896695,2.0,2.0,1.9831751395047572,target,127.87060789437508,140.55009842684936
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-10 05:45:00+00:00,2026-03-10 06:15:00+00:00,2026-03-10 07:30:00+00:00,1,5177.755,5159.998769187495,2.0,-1.0,-1.0291602145448202,stop,140.55009842684936,133.31766995428578
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-10 07:45:00+00:00,2026-03-10 08:15:00+00:00,2026-03-10 10:45:00+00:00,1,5180.815,5157.242722420411,2.0,-1.0,-1.0219784235210523,stop,133.31766995428578,126.50528084591673
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-11 00:15:00+00:00,2026-03-11 00:45:00+00:00,2026-03-11 07:45:00+00:00,1,5212.065,5185.304056405388,3.0,-1.0,-1.01947638722668,stop,126.50528084591673,120.05682351182213
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-11 12:45:00+00:00,2026-03-11 13:15:00+00:00,2026-03-12 06:15:00+00:00,-1,5167.265,5197.104801053866,2.0,0.43632998680176077,0.4190132996339334,time_exit,120.05682351182213,122.572093799985
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-12 18:30:00+00:00,2026-03-12 19:00:00+00:00,2026-03-13 02:00:00+00:00,-1,5098.428,5123.843127558019,2.0,-1.0,-1.020060603624204,stop,122.572093799985,116.32054560053024
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-13 04:15:00+00:00,2026-03-13 04:45:00+00:00,2026-03-13 08:30:00+00:00,-1,5105.335,5118.594900706686,3.0,3.0,2.9614979394421415,target,116.32054560053024,133.54469840606802
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-13 14:00:00+00:00,2026-03-13 14:30:00+00:00,2026-03-13 16:15:00+00:00,-1,5090.095,5122.808378265805,2.0,2.0,1.9844403260383514,target,133.54469840606802,146.79527264834957
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-13 19:30:00+00:00,2026-03-13 20:00:00+00:00,2026-03-16 13:00:00+00:00,-1,5025.095,5050.993733900256,3.0,0.20927663957914514,0.18987377988973647,time_exit,146.79527264834957,148.1889013127339
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-16 16:15:00+00:00,2026-03-16 16:45:00+00:00,2026-03-16 18:30:00+00:00,-1,4979.625,5006.990517624888,3.0,-1.0,-1.0181967140847037,stop,148.1889013127339,140.64462869371147
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-17 01:30:00+00:00,2026-03-17 02:00:00+00:00,2026-03-17 10:45:00+00:00,1,5017.535,4993.662958117825,2.0,-1.0,-1.0210184575947252,stop,140.64462869371147,133.46459060081966
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-17 15:15:00+00:00,2026-03-17 15:45:00+00:00,2026-03-18 08:45:00+00:00,-1,4994.485,5021.566994186069,2.0,0.38054804713387624,0.36210595987218874,time_exit,133.46459060081966,135.8810067852426
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-19 05:30:00+00:00,2026-03-19 06:00:00+00:00,2026-03-19 06:45:00+00:00,-1,4833.505,4854.637344332692,2.0,2.0,1.9771274548440774,target,135.8810067852426,149.31371024059047
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-19 10:15:00+00:00,2026-03-19 10:45:00+00:00,2026-03-19 13:00:00+00:00,-1,4683.108,4728.027523349533,3.0,3.0,2.98957444858985,target,149.31371024059047,171.63293288856136
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-19 23:30:00+00:00,2026-03-20 00:00:00+00:00,2026-03-20 01:15:00+00:00,-1,4635.345,4678.867709588548,2.0,-1.0,-1.0106504053718652,stop,171.63293288856136,162.95988822861202
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-20 03:00:00+00:00,2026-03-20 03:30:00+00:00,2026-03-20 06:45:00+00:00,1,4717.165,4668.200756581016,2.0,-1.0,-1.0096338974537715,stop,162.95988822861202,154.73339687456777
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-20 10:45:00+00:00,2026-03-20 11:15:00+00:00,2026-03-20 12:15:00+00:00,-1,4645.155,4694.140369345191,2.0,-1.0,-1.009482739565086,stop,154.73339687456777,146.92336220561026
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-20 18:30:00+00:00,2026-03-20 19:00:00+00:00,2026-03-23 00:45:00+00:00,-1,4525.698,4585.183662435518,3.0,3.0,2.9923919515817685,target,146.92336220561026,168.90597653378032
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-23 05:30:00+00:00,2026-03-23 06:00:00+00:00,2026-03-23 07:15:00+00:00,-1,4321.755,4384.580972740001,3.0,3.0,2.993121069501168,target,168.90597653378032,194.1837783901767
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-23 18:30:00+00:00,2026-03-23 19:00:00+00:00,2026-03-23 20:15:00+00:00,1,4461.615,4384.4244316683835,2.0,-1.0,-1.0057800001948847,stop,194.1837783901767,184.41847035682093
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-23 23:00:00+00:00,2026-03-23 23:30:00+00:00,2026-03-24 00:45:00+00:00,1,4435.325,4356.460396433493,2.0,-1.0,-1.0056239742538737,stop,184.41847035682093,175.14568860251862
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-24 10:45:00+00:00,2026-03-24 11:15:00+00:00,2026-03-24 11:15:00+00:00,1,4438.445,4402.780344482875,2.0,-1.0,-1.0124449400552007,stop,175.14568860251862,166.27942029261342
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-24 20:15:00+00:00,2026-03-24 20:45:00+00:00,2026-03-25 02:00:00+00:00,1,4455.395,4386.164923347217,2.0,2.0,1.9935643650629689,target,166.27942029261342,182.85385663954753
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-25 11:15:00+00:00,2026-03-25 11:45:00+00:00,2026-03-25 12:30:00+00:00,1,4579.705,4549.61508635188,2.0,-1.0,-1.0152200669418874,stop,182.85385663954753,173.57201141063834
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-25 23:30:00+00:00,2026-03-26 00:00:00+00:00,2026-03-26 01:00:00+00:00,-1,4494.435,4536.450552755353,2.0,-1.0,-1.0106970745480135,stop,173.57201141063834,164.80057520283103
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-26 02:45:00+00:00,2026-03-26 03:15:00+00:00,2026-03-26 06:00:00+00:00,-1,4508.395,4538.955803992998,2.0,2.0,1.985247786671342,target,164.80057520283103,181.15907406101024
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-26 19:45:00+00:00,2026-03-26 20:15:00+00:00,2026-03-26 20:15:00+00:00,-1,4363.685,4400.946110687099,3.0,-1.0,-1.0117110974942327,stop,181.15907406101024,171.99504177904507
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-27 00:45:00+00:00,2026-03-27 01:15:00+00:00,2026-03-27 01:45:00+00:00,-1,4378.395,4412.700183564817,3.0,-1.0,-1.012763071189307,stop,171.99504177904507,163.28553044197113
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-27 04:45:00+00:00,2026-03-27 05:15:00+00:00,2026-03-27 08:45:00+00:00,1,4445.645,4429.045188087659,2.0,-1.0,-1.026781297423586,stop,163.28553044197113,154.90260400208584
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-30 03:00:00+00:00,2026-03-30 03:30:00+00:00,2026-03-30 19:30:00+00:00,1,4504.145,4456.562469089823,2.0,-0.058004480787504364,-0.06747044426999035,time_exit,154.90260400208584,154.3800366265559
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-31 05:30:00+00:00,2026-03-31 06:00:00+00:00,2026-03-31 07:30:00+00:00,1,4576.435,4545.815682127865,2.0,-1.0,-1.0149462343319045,stop,154.3800366265559,146.54566478504867
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-03-31 13:45:00+00:00,2026-03-31 14:15:00+00:00,2026-03-31 22:45:00+00:00,1,4606.295,4565.920260014904,2.0,2.0,1.9885911463412511,target,146.54566478504867,161.1166353613607
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-04-01 00:00:00+00:00,2026-04-01 00:30:00+00:00,2026-04-01 16:00:00+00:00,1,4702.748,4660.16644225589,2.0,2.0,1.9889559042713731,target,161.1166353613607,177.1393295202765
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-04-02 05:30:00+00:00,2026-04-02 06:00:00+00:00,2026-04-02 14:45:00+00:00,-1,4634.305,4682.286134529788,2.0,-1.0,-1.0096585982082664,stop,177.1393295202765,168.19681716372676
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-04-02 19:00:00+00:00,2026-04-02 19:30:00+00:00,2026-04-05 22:15:00+00:00,1,4674.188,4643.908882240736,2.0,-1.0,-1.0154370019534993,stop,168.19681716372676,159.65715357578398
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-04-06 00:15:00+00:00,2026-04-06 00:45:00+00:00,2026-04-06 02:30:00+00:00,-1,4603.035,4652.1737242271565,2.0,-1.0,-1.009367428789403,stop,159.65715357578398,151.59951704615278
V1 Legacy M15,M15,V1 Legacy M15,Legacy,2026-04-06 05:00:00+00:00,2026-04-06 05:30:00+00:00,2026-04-06 22:30:00+00:00,1,4673.395,4628.929720477072,2.0,-0.2590785467582666,-0.26958875843385083,time_exit,151.59951704615278,149.5560407671706
